,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
s_Akkermansia_muciniphila,56027.2458382892,-2.62503794374237,0.690971920921746,-3.79905154501881,0.000145250883976987,0.502833560044212
s_Lactobacillus_reuteri,41228.2327214703,-1.94745817344819,0.590884300572539,-3.29583671720706,0.00098129030754208,0.502833560044212
s_Peptoclostridium_acidaminophilum,1991.80462342939,0.524641686135939,0.177867965441554,2.94961312923058,0.00318172064099289,0.502833560044212
s_Lactobacillus_helveticus,1500.54170642471,-1.01679942819386,0.362007178160475,-2.80878250359755,0.00497292302954152,0.502833560044212
s_Zymomonas_mobilis,1461.78712371897,-0.554638017119335,0.197165482843306,-2.81305839704267,0.00490727383259783,0.502833560044212
s_Paenibacillus_sp._IHB_B_3084,1419.69418203778,-1.28007852139891,0.448620212046665,-2.85336792018134,0.00432585060576144,0.502833560044212
s_Lactobacillus_acidophilus,1062.14102665723,-1.54505945522364,0.547465907926682,-2.82220213688732,0.00476951047490161,0.502833560044212
s_Acidithiobacillus_ferrivorans,1139.46366625058,-0.230490336183395,0.074809234441341,-3.08104123648165,0.00206278078799689,0.502833560044212
s_Mannheimia_haemolytica,888.660695180318,-0.629402457411768,0.216523412469119,-2.90685635439786,0.00365080803116352,0.502833560044212
s_Lactobacillus_crispatus,755.614112931663,-1.23240373277648,0.432281520153745,-2.85092856233633,0.00435917620097029,0.502833560044212
s_Lactobacillus_amylolyticus,787.521907330221,-1.51772077167527,0.514039930739657,-2.95253477583231,0.00315176566981032,0.502833560044212
s_Winogradskyella_sp._PG-2,712.813195498625,-0.761509529544044,0.255245988877862,-2.98343387448269,0.00285033619389026,0.502833560044212
s_Acinetobacter_haemolyticus,617.395320243722,-0.526128667975312,0.182353937235737,-2.88520596785997,0.00391157658777545,0.502833560044212
s_Lactobacillus_kefiranofaciens,587.189923646117,-1.29237662531548,0.427293899719088,-3.02456137605783,0.00248993944801669,0.502833560044212
s_Rugosibacter_aromaticivorans,619.777225637806,-0.393506062140729,0.118905697676327,-3.30939618395657,0.000934974326300659,0.502833560044212
s_Lactobacillus_acetotolerans,503.480422111747,-1.22239280206826,0.420769895250153,-2.90513369864907,0.00367096254832055,0.502833560044212
s_Pseudothermotoga_hypogea,406.57092657584,-0.50841713183327,0.160731021438587,-3.16315498578182,0.00156069220165783,0.502833560044212
s_Stenotrophomonas_nitritireducens,423.265527480945,-0.326077443807886,0.113041522981424,-2.88458112742756,0.00391934759421475,0.502833560044212
s_Alteromonas_australica,340.399013693418,-0.590103864645024,0.207469828800599,-2.84428761548832,0.00445108489484591,0.502833560044212
s_uncultured_Flavobacteriia_bacterium,317.062084708285,-0.670640253030828,0.209675957835893,-3.19846042413559,0.00138163495512782,0.502833560044212
s_Kangiella_sediminilitoris,243.77419052636,-1.29294805938559,0.395407754974229,-3.26991072663675,0.00107581430601196,0.502833560044212
s_Myroides_sp._A21,255.885915742607,-0.511300877885776,0.181655990903264,-2.81466565095591,0.00488280055028479,0.502833560044212
s_Burkholderia_pyrrocinia,246.653224400896,0.318656106732873,0.107881154709048,2.95376989236236,0.00313917979189701,0.502833560044212
s_Mesoplasma_syrphidae,216.84671639263,-0.896306202194275,0.306987088624404,-2.9196869686298,0.00350383142274814,0.502833560044212
s_Dokdonia_sp._MED134,207.178539735462,-0.483078231036362,0.165303886586959,-2.92236462802244,0.00347384593954516,0.502833560044212
s_Candidatus_Planktophila_lacus,217.598081933501,-0.508094111314545,0.175704664201828,-2.89175084578807,0.0038310162833433,0.502833560044212
s_Weissella_thailandensis,166.756347254229,-0.814703821829267,0.287619256550652,-2.83257745534778,0.00461743780047818,0.502833560044212
s_Pseudobutyrivibrio_ruminis,135.692679115286,-2.64536832546751,0.903525327281437,-2.92782974156021,0.00341336904060413,0.502833560044212
s_Brucella_sp._09RB8910,136.193855069499,-0.42435423401936,0.149463102327201,-2.83919059227323,0.00452281336228074,0.502833560044212
s_Blattabacterium_sp._(Mastotermes_darwiniensis),119.924853346365,-0.596419126457248,0.206673294667623,-2.88580644836781,0.00390412172977852,0.502833560044212
s_Vibrio_sp._2521-89,116.472181716838,-1.42735545131987,0.488993492327091,-2.91896614927771,0.00351194357800084,0.502833560044212
s_Arthrobacter_sp._Rue61a,120.442096629938,0.436784622126748,0.154009302946911,2.83609245525456,0.00456692232540248,0.502833560044212
s_Acetobacter_sp._SLV-7,83.2182671746872,-1.75169348423486,0.572238416442524,-3.06112528257843,0.00220506807867779,0.502833560044212
s_Parabacteroides_goldsteinii,96.1406721500776,-1.27402147058177,0.398738177411453,-3.19513290363245,0.0013976646215632,0.502833560044212
s_Agathobacter_ruminis,63.9526352483729,-3.10091015471128,0.941152878879202,-3.294799627457,0.000984918816879256,0.502833560044212
s_Vibrio_oreintalis_group,515.823746292424,-0.379731551620005,0.137258461667126,-2.76654384005056,0.00566539668351223,0.554782081451349
s_Arcanobacterium_phocae,315.203416483829,-0.442097817473298,0.160246133397739,-2.75886730056686,0.00580020825478947,0.554782081451349
s_Simkania_negevensis,238.769410275918,-0.342706542051675,0.12469583744471,-2.74833987304213,0.00598978841834714,0.557838452961329
s_Streptomyces_sp._TLI_053,1781.67146413648,0.125352472397541,0.0471188029091243,2.66034925885749,0.00780596601274454,0.561675164961767
s_Collimonas_fungivorans,1562.77747986518,-0.219159878626034,0.0828014565999893,-2.64681187536093,0.00812545415212668,0.561675164961767
