,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
s_Burkholderia_pyrrocinia,228.01903708258,0.209572080685549,0.0975186958725038,2.14904515293708,0.0316308208328763,0.759015907190092
s_uncultured_bacterium_BAC25G1,28885.2756112912,0.955746518644688,0.350531685634352,2.72656241308139,0.0063997848050331,0.759015907190092
s_Desulfovibrio_vulgaris,5238.10649756757,0.0974908356038357,0.0625144127725669,1.55949374360303,0.118879564211629,0.759015907190092
s_Lactobacillus_gasseri,3605.88484565479,-0.477489717788874,0.394017083923326,-1.21185029094269,0.225569693272526,0.759015907190092
s_Rhizobium_sp._NT-26,568.010453343283,0.179921618617523,0.0653289589086566,2.75408672697648,0.00588561695596946,0.759015907190092
s_Aerococcus_urinaeequi,467.088155114971,-0.276959940835301,0.103535725455304,-2.67501811203192,0.00747252130586312,0.759015907190092
s_Leuconostoc_gelidum,428.628835444886,-0.258613157011705,0.187142785013974,-1.38190289832651,0.167001517916681,0.759015907190092
s_Edwardsiella_sp._EA181011,359.075293565072,0.0912778298416533,0.087955572793522,1.0377719903653,0.299376219913984,0.759015907190092
s_Lachnospiraceae_bacterium_14-2,99.1829096247048,-1.95747833161809,0.616328851664205,-3.17602904088058,0.00149306003650096,0.759015907190092
s_uncultured_bacterium_Contigcl_1787,99.5525909220438,-0.724569208866214,0.389241586394327,-1.861489712798,0.0626750520326404,0.759015907190092
s_Streptomyces_antibioticus,78.3693880365544,0.344176995262399,0.187477659389541,1.83582938032776,0.0663828947388575,0.759015907190092
s_Akkermansia_muciniphila,48867.4546179327,1.48250479058313,0.852092591683817,1.73984001862234,0.0818871133403938,0.759015907190092
s_Pseudodesulfovibrio_profundus,848.49910092215,0.136983614377485,0.0660528056474276,2.07385005125546,0.0380932391172408,0.759015907190092
s_Bacteroides_caecimuris,423441.453983523,0.0751134064483516,0.275804162308148,0.27234326639505,0.785358091236021,0.893404784597968
s_Bacteroides_fragilis,75775.7033207083,0.240344740207926,0.268907832211463,0.893781107940825,0.371439019141234,0.759015907190092
