OTUs,Domain,Phylum,Class,Order,Family,Genus,Species
2006,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,81
2288,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,82
2376,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,83
3557,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,84
3581,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,85
3591,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,86
3612,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,87
4006,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,88
4253,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,89
4580,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,90
7744,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,91
7754,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,92
7758,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,93
7759,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,94
7795,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,95
7814,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,96
7829,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,97
7856,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,98
7919,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,99
7920,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,100
7925,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,101
7957,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,102
7962,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,103
7965,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,104
8010,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,105
8055,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,106
8111,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,107
8151,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,108
8219,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,109
8251,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,110
8273,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,111
8402,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,112
8458,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,113
8554,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,114
8724,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,.beta.-Muricholic acid,115
1933,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,116
3568,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,117
3626,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,118
3671,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,119
3784,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,120
3809,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,121
3810,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,122
3904,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,123
3939,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,124
3950,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,125
4029,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,126
4031,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,127
4127,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,128
4151,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,129
4181,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,.gamma.-Muricholic acid,130
